Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
25,No,Travel_Rarely,Sales,18,1,Life Sciences,1,1399,Male,2,Sales Executive,Married,6232,2,Y,No,11,80,0,6,3,3,1,2
52,No,Travel_Frequently,Research & Development,28,2,Medical,1,1401,Female,4,Manufacturing Director,Married,13247,2,Y,Yes,11,80,1,24,3,5,0,2
43,No,Travel_Rarely,Research & Development,6,3,Medical,1,1402,Female,2,Research Scientist,Single,4081,1,Y,Yes,14,80,0,20,3,20,1,8
27,No,Travel_Rarely,Sales,10,3,Marketing,1,1403,Female,2,Sales Executive,Married,5769,1,Y,Yes,11,80,0,6,3,6,4,4
27,Yes,Travel_Rarely,Research & Development,17,4,Life Sciences,1,1405,Female,1,Research Scientist,Single,2394,1,Y,Yes,13,80,0,8,2,8,7,7
26,No,Travel_Rarely,Research & Development,2,1,Medical,1,1407,Male,1,Research Scientist,Single,3904,0,Y,No,12,80,0,5,2,4,1,1
42,No,Travel_Rarely,Human Resources,10,3,Human Resources,1,1408,Female,4,Manager,Married,16799,0,Y,No,14,80,1,21,5,20,0,9
52,No,Travel_Rarely,Research & Development,8,4,Other,1,1409,Female,1,Laboratory Technician,Married,2950,9,Y,No,13,80,0,12,2,5,0,4
37,No,Travel_Rarely,Research & Development,11,3,Medical,1,1411,Female,1,Laboratory Technician,Single,3629,4,Y,No,18,80,0,8,6,3,0,2
35,No,Travel_Frequently,Research & Development,18,2,Life Sciences,1,1412,Male,3,Manufacturing Director,Single,9362,2,Y,No,11,80,0,10,2,2,2,2
25,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1415,Male,1,Laboratory Technician,Married,3229,4,Y,No,11,80,1,7,2,3,0,2
26,No,Travel_Rarely,Research & Development,7,3,Other,1,1417,Male,1,Laboratory Technician,Single,3578,0,Y,No,12,80,0,8,2,7,0,7
29,No,Travel_Rarely,Human Resources,17,3,Other,1,1419,Male,3,Human Resources,Single,7988,1,Y,No,13,80,0,10,3,10,0,9
49,Yes,Travel_Frequently,Research & Development,28,2,Life Sciences,1,1420,Male,2,Laboratory Technician,Single,4284,3,Y,No,20,80,0,20,2,4,1,3
29,Yes,Travel_Frequently,Research & Development,14,1,Other,1,1421,Female,3,Healthcare Representative,Single,7553,0,Y,Yes,12,80,0,9,1,8,7,7
54,No,Travel_Rarely,Research & Development,1,3,Medical,1,1422,Female,4,Research Director,Single,17328,6,Y,No,19,80,0,29,3,20,12,7
58,No,Travel_Rarely,Research & Development,1,3,Medical,1,1423,Female,5,Research Director,Married,19701,3,Y,Yes,21,80,1,32,3,9,1,5
55,No,Travel_Rarely,Research & Development,1,4,Medical,1,1424,Male,4,Research Director,Divorced,14732,2,Y,No,13,80,2,31,4,7,0,0
36,No,Travel_Rarely,Sales,3,4,Marketing,1,1425,Female,2,Sales Executive,Single,9278,3,Y,Yes,16,80,0,15,3,5,0,1
31,Yes,Travel_Frequently,Sales,1,4,Life Sciences,1,1427,Female,1,Sales Representative,Single,1359,1,Y,No,12,80,0,1,3,1,0,0
30,No,Travel_Rarely,Sales,7,4,Marketing,1,1428,Female,2,Sales Executive,Divorced,4779,7,Y,No,14,80,2,8,3,3,0,2
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1430,Female,4,Research Director,Single,16422,3,Y,No,11,80,0,9,3,3,1,0
34,No,Travel_Frequently,Research & Development,1,4,Other,1,1431,Male,1,Research Scientist,Divorced,2996,5,Y,No,14,80,2,10,2,4,1,3
31,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1433,Female,1,Research Scientist,Single,1261,1,Y,No,12,80,0,1,3,1,0,0
27,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,1434,Male,1,Laboratory Technician,Married,2099,0,Y,No,14,80,0,6,3,5,1,4
36,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1435,Male,2,Laboratory Technician,Single,5810,1,Y,No,16,80,0,10,2,10,1,8
36,No,Travel_Rarely,Sales,16,4,Marketing,1,1436,Female,2,Sales Executive,Married,5647,4,Y,No,13,80,2,11,3,3,0,2
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1438,Male,1,Research Scientist,Married,3420,7,Y,No,12,80,1,17,2,6,1,2
25,Yes,Travel_Rarely,Sales,9,2,Life Sciences,1,1439,Male,1,Sales Representative,Married,4400,3,Y,No,12,80,0,6,2,3,2,2
37,No,Non-Travel,Research & Development,5,2,Technical Degree,1,1440,Male,1,Laboratory Technician,Single,3500,0,Y,No,14,80,0,7,2,6,1,3
56,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1441,Female,1,Research Scientist,Married,2066,2,Y,No,22,80,1,5,3,3,1,0
47,No,Travel_Rarely,Research & Development,2,4,Medical,1,1443,Female,4,Research Director,Married,17169,3,Y,No,19,80,2,26,2,20,5,6
24,No,Travel_Rarely,Sales,4,1,Medical,1,1445,Female,2,Sales Executive,Married,4162,1,Y,Yes,12,80,2,5,3,5,0,3
32,No,Travel_Rarely,Sales,7,5,Marketing,1,1446,Male,2,Sales Executive,Married,9204,4,Y,No,12,80,1,7,3,4,0,3
34,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1447,Female,1,Laboratory Technician,Married,3294,5,Y,No,17,80,1,7,2,5,0,2
41,No,Travel_Rarely,Research & Development,5,5,Medical,1,1448,Male,1,Research Scientist,Married,2127,2,Y,Yes,12,80,0,7,5,4,0,3
40,No,Non-Travel,Research & Development,9,4,Other,1,1449,Male,2,Laboratory Technician,Divorced,3975,3,Y,No,11,80,2,11,2,8,0,7
31,No,Travel_Rarely,Sales,8,2,Life Sciences,1,1453,Male,3,Sales Executive,Divorced,10793,1,Y,No,18,80,1,13,5,13,9,9
46,Yes,Travel_Rarely,Sales,9,3,Marketing,1,1457,Male,3,Sales Executive,Divorced,10096,4,Y,No,11,80,1,28,1,7,4,3
39,Yes,Non-Travel,Research & Development,2,3,Life Sciences,1,1458,Female,1,Laboratory Technician,Single,3646,2,Y,Yes,23,80,0,11,2,1,0,0
31,Yes,Travel_Frequently,Research & Development,1,5,Life Sciences,1,1459,Female,3,Manufacturing Director,Single,7446,1,Y,No,11,80,0,10,2,10,4,7
45,No,Travel_Rarely,Research & Development,20,3,Medical,1,1460,Male,3,Healthcare Representative,Divorced,10851,2,Y,Yes,18,80,1,24,2,7,0,7
31,No,Travel_Rarely,Human Resources,8,2,Medical,1,1461,Female,1,Human Resources,Single,2109,9,Y,No,18,80,0,8,3,3,0,2
31,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1464,Male,1,Laboratory Technician,Married,3722,6,Y,Yes,13,80,1,7,2,2,2,2
45,No,Travel_Rarely,Research & Development,29,3,Technical Degree,1,1465,Male,3,Manufacturing Director,Married,9380,4,Y,Yes,18,80,2,10,4,3,1,2
48,No,Travel_Rarely,Sales,7,3,Marketing,1,1466,Male,2,Sales Executive,Divorced,5486,4,Y,No,11,80,3,15,3,2,2,2
34,Yes,Travel_Rarely,Human Resources,9,4,Technical Degree,1,1467,Female,1,Human Resources,Married,2742,1,Y,No,15,80,0,2,0,2,2,2
40,No,Non-Travel,Research & Development,8,1,Medical,1,1468,Male,3,Research Director,Divorced,13757,2,Y,No,11,80,1,16,5,9,4,8
28,No,Travel_Rarely,Sales,5,3,Medical,1,1469,Male,2,Sales Executive,Single,8463,0,Y,No,18,80,0,6,4,5,1,3
44,No,Non-Travel,Research & Development,5,3,Life Sciences,1,1471,Male,1,Laboratory Technician,Single,3162,3,Y,No,14,80,0,7,5,5,0,3
53,No,Travel_Rarely,Research & Development,2,3,Medical,1,1472,Male,4,Research Director,Single,16598,4,Y,No,12,80,0,35,2,9,8,8
49,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,1473,Male,2,Healthcare Representative,Married,6651,2,Y,No,14,80,1,20,0,3,1,2
40,No,Travel_Rarely,Research & Development,2,3,Medical,1,1474,Male,1,Research Scientist,Divorced,2345,2,Y,No,14,80,1,8,3,3,1,2
44,No,Travel_Rarely,Research & Development,20,3,Life Sciences,1,1475,Male,1,Research Scientist,Single,3420,1,Y,No,13,80,0,6,3,5,1,3
33,No,Travel_Frequently,Sales,7,3,Medical,1,1477,Male,2,Sales Executive,Married,4373,0,Y,No,14,80,2,5,2,4,0,3
34,No,Travel_Rarely,Sales,3,3,Other,1,1478,Male,2,Sales Executive,Single,4759,3,Y,No,18,80,0,15,2,13,3,12
30,No,Travel_Rarely,Sales,16,1,Life Sciences,1,1479,Male,2,Sales Executive,Married,5301,8,Y,No,15,80,2,4,2,2,2,2
42,No,Travel_Frequently,Research & Development,9,2,Medical,1,1480,Female,1,Laboratory Technician,Single,3673,1,Y,No,13,80,0,12,3,12,5,8
44,No,Travel_Frequently,Sales,1,5,Marketing,1,1481,Female,2,Sales Executive,Married,4768,7,Y,No,12,80,1,11,4,1,0,0
30,No,Non-Travel,Research & Development,7,3,Technical Degree,1,1482,Male,1,Research Scientist,Divorced,1274,1,Y,No,13,80,2,1,2,1,0,0
57,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1483,Male,2,Research Scientist,Married,4900,0,Y,No,24,80,1,13,2,12,2,8
49,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1484,Male,3,Healthcare Representative,Divorced,10466,3,Y,No,14,80,2,29,3,8,0,7
34,No,Travel_Frequently,Research & Development,15,3,Medical,1,1485,Male,4,Research Director,Divorced,17007,7,Y,No,14,80,2,16,3,14,6,9
28,Yes,Travel_Frequently,Sales,1,3,Technical Degree,1,1486,Male,1,Sales Representative,Married,2909,3,Y,No,15,80,1,5,3,3,1,2
29,Yes,Travel_Frequently,Sales,13,3,Technical Degree,1,1487,Female,2,Sales Executive,Single,5765,5,Y,No,11,80,0,7,4,5,0,0
34,Yes,Travel_Rarely,Sales,24,4,Medical,1,1489,Female,2,Sales Executive,Single,4599,0,Y,Yes,23,80,0,16,2,15,10,10
35,No,Travel_Rarely,Sales,7,1,Life Sciences,1,1492,Male,1,Sales Representative,Married,2404,1,Y,No,13,80,1,1,3,1,0,0
24,Yes,Travel_Frequently,Research & Development,9,3,Medical,1,1494,Male,1,Laboratory Technician,Single,3172,2,Y,Yes,11,80,0,4,2,0,0,0
24,No,Non-Travel,Sales,13,2,Life Sciences,1,1495,Female,1,Sales Representative,Married,2033,1,Y,No,13,80,1,1,2,1,0,0
44,No,Travel_Frequently,Research & Development,2,1,Medical,1,1496,Male,3,Manufacturing Director,Single,10209,5,Y,Yes,18,80,0,16,2,2,2,2
29,No,Travel_Rarely,Sales,19,3,Life Sciences,1,1497,Male,2,Sales Executive,Divorced,8620,1,Y,No,14,80,2,10,3,10,0,4
30,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,1499,Male,1,Human Resources,Divorced,2064,0,Y,No,21,80,1,6,3,5,1,3
55,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1501,Male,2,Healthcare Representative,Married,4035,0,Y,Yes,16,80,0,4,2,3,1,2
33,No,Travel_Rarely,Research & Development,4,4,Medical,1,1502,Female,1,Laboratory Technician,Married,3838,8,Y,No,11,80,0,8,5,5,0,2
47,No,Travel_Rarely,Sales,14,3,Medical,1,1503,Female,2,Sales Executive,Married,4591,3,Y,Yes,17,80,1,11,4,5,1,2
28,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,1504,Male,1,Laboratory Technician,Single,2561,7,Y,No,11,80,0,8,2,0,0,0
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1506,Male,1,Research Scientist,Divorced,1563,1,Y,No,14,80,1,1,2,1,0,0
28,No,Travel_Frequently,Sales,7,3,Life Sciences,1,1507,Male,2,Sales Executive,Single,4898,0,Y,No,14,80,0,5,5,4,1,3
49,No,Travel_Rarely,Research & Development,3,2,Medical,1,1509,Female,2,Laboratory Technician,Married,4789,4,Y,No,25,80,1,10,3,3,1,2
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1513,Female,1,Laboratory Technician,Married,3180,0,Y,No,13,80,3,4,3,3,0,2
28,No,Travel_Rarely,Research & Development,29,1,Life Sciences,1,1514,Male,2,Manufacturing Director,Married,6549,1,Y,No,14,80,2,8,2,8,1,7
33,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1515,Male,2,Healthcare Representative,Single,6388,2,Y,Yes,17,80,0,14,6,0,0,0
32,No,Travel_Rarely,Research & Development,10,3,Medical,1,1516,Male,3,Manager,Single,11244,2,Y,No,25,80,0,10,5,5,0,0
54,No,Travel_Frequently,Research & Development,11,4,Medical,1,1520,Female,4,Manager,Divorced,16032,3,Y,No,20,80,1,26,2,14,1,12
29,Yes,Travel_Rarely,Research & Development,1,4,Technical Degree,1,1522,Male,1,Research Scientist,Single,2362,6,Y,No,13,80,0,11,2,9,0,7
44,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,1523,Male,4,Research Director,Married,16328,3,Y,No,13,80,1,24,1,20,14,17
39,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1525,Female,3,Manufacturing Director,Single,8376,4,Y,No,18,80,0,9,3,2,2,2
46,No,Travel_Rarely,Sales,3,3,Life Sciences,1,1527,Female,4,Manager,Married,16606,8,Y,No,12,80,1,23,2,13,5,1
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1529,Female,3,Healthcare Representative,Single,8606,1,Y,No,19,80,0,11,3,11,3,3
23,No,Travel_Rarely,Research & Development,20,1,Life Sciences,1,1533,Male,2,Laboratory Technician,Single,2272,0,Y,No,14,80,0,5,2,4,1,2
40,Yes,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1534,Male,1,Laboratory Technician,Single,2018,3,Y,No,14,80,0,15,3,5,1,0
34,No,Travel_Rarely,Sales,1,3,Technical Degree,1,1535,Male,3,Sales Executive,Married,7083,1,Y,Yes,14,80,0,10,3,10,8,6
31,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,1,1537,Female,1,Research Scientist,Single,4084,1,Y,No,12,80,0,7,2,7,7,7
50,No,Travel_Frequently,Research & Development,22,5,Medical,1,1539,Male,4,Research Director,Single,14411,1,Y,Yes,13,80,0,32,2,32,13,9
34,No,Travel_Rarely,Sales,7,2,Technical Degree,1,1541,Male,1,Sales Representative,Married,2308,0,Y,Yes,25,80,1,12,4,11,5,7
42,No,Travel_Rarely,Research & Development,2,3,Medical,1,1542,Male,1,Laboratory Technician,Married,4841,4,Y,No,14,80,1,4,3,1,0,0
37,No,Travel_Rarely,Research & Development,13,3,Medical,1,1543,Male,2,Research Scientist,Married,4285,1,Y,No,17,80,0,10,2,10,3,7
29,No,Travel_Rarely,Research & Development,8,1,Other,1,1544,Female,2,Healthcare Representative,Married,9715,3,Y,No,13,80,1,9,3,7,0,7
33,No,Travel_Rarely,Research & Development,25,3,Life Sciences,1,1545,Male,2,Manufacturing Director,Single,4320,1,Y,No,13,80,0,5,2,5,0,2
45,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1,1546,Male,1,Research Scientist,Married,2132,4,Y,No,20,80,1,8,3,5,0,3
42,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1547,Male,3,Healthcare Representative,Married,10124,2,Y,Yes,14,80,1,24,3,20,13,9
40,No,Travel_Rarely,Sales,9,2,Medical,1,1548,Male,2,Sales Executive,Married,5473,0,Y,No,12,80,0,9,5,8,7,1
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,1549,Male,2,Laboratory Technician,Married,5207,1,Y,Yes,12,80,1,15,3,15,5,7
40,No,Travel_Rarely,Human Resources,6,2,Medical,1,1550,Male,4,Manager,Single,16437,1,Y,Yes,21,80,0,21,2,21,7,7
24,No,Travel_Rarely,Research & Development,21,2,Technical Degree,1,1551,Male,1,Laboratory Technician,Divorced,2296,0,Y,No,14,80,3,2,3,1,0,0
40,No,Non-Travel,Research & Development,8,2,Life Sciences,1,1552,Male,2,Healthcare Representative,Divorced,4069,3,Y,Yes,18,80,0,8,2,2,2,2
45,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,1553,Male,3,Healthcare Representative,Divorced,7441,1,Y,No,12,80,3,10,4,10,7,7
35,No,Travel_Rarely,Sales,28,4,Life Sciences,1,1554,Female,1,Sales Representative,Married,2430,0,Y,No,23,80,2,6,5,5,4,2
32,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1555,Female,2,Research Scientist,Married,5878,3,Y,No,12,80,1,12,2,7,2,5
36,No,Travel_Rarely,Sales,2,4,Life Sciences,1,1556,Male,1,Sales Representative,Single,2644,3,Y,Yes,21,80,0,7,3,3,1,2
48,No,Travel_Rarely,Sales,16,4,Life Sciences,1,1557,Female,2,Sales Executive,Divorced,6439,8,Y,No,14,80,1,18,2,8,7,7
29,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1558,Male,1,Research Scientist,Married,2451,6,Y,No,18,80,2,5,2,1,0,0
33,No,Travel_Rarely,Sales,8,4,Life Sciences,1,1560,Male,2,Sales Executive,Married,6392,2,Y,No,13,80,1,8,6,2,2,2
30,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,1562,Male,2,Sales Executive,Married,9714,1,Y,No,11,80,1,10,4,10,6,7
38,No,Travel_Frequently,Human Resources,10,4,Human Resources,1,1563,Male,2,Human Resources,Married,6077,3,Y,No,11,80,0,10,2,6,1,2
35,No,Travel_Rarely,Research & Development,1,3,Medical,1,1564,Male,1,Laboratory Technician,Single,2450,1,Y,No,19,80,0,3,3,3,1,2
30,No,Travel_Rarely,Sales,29,4,Technical Degree,1,1568,Male,3,Sales Executive,Married,9250,3,Y,No,12,80,1,9,3,4,1,3
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1569,Female,1,Laboratory Technician,Divorced,2074,1,Y,Yes,12,80,1,1,2,1,0,0
53,Yes,Travel_Rarely,Research & Development,2,5,Technical Degree,1,1572,Female,3,Manufacturing Director,Married,10169,0,Y,No,16,80,1,34,4,33,1,9
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,1573,Male,2,Manufacturing Director,Married,4855,4,Y,No,11,80,2,7,2,5,1,4
32,No,Non-Travel,Research & Development,1,4,Technical Degree,1,1574,Male,2,Research Scientist,Married,4087,4,Y,No,14,80,1,9,3,6,1,2
48,No,Travel_Rarely,Research & Development,15,4,Other,1,1576,Female,1,Research Scientist,Married,2367,8,Y,No,12,80,1,10,3,8,7,6
34,No,Travel_Rarely,Research & Development,7,4,Medical,1,1577,Male,1,Research Scientist,Single,2972,1,Y,No,13,80,0,1,4,1,0,0
55,No,Travel_Rarely,Sales,26,5,Marketing,1,1578,Male,5,Manager,Married,19586,1,Y,No,21,80,1,36,3,36,2,13
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1580,Male,2,Research Scientist,Married,5484,9,Y,No,17,80,1,9,3,2,2,1
26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1581,Female,1,Research Scientist,Married,2061,1,Y,No,21,80,0,1,5,1,0,0
38,No,Travel_Rarely,Sales,14,3,Life Sciences,1,1582,Male,2,Sales Executive,Married,9924,0,Y,No,11,80,1,10,3,9,7,7
38,No,Travel_Rarely,Sales,16,3,Life Sciences,1,1583,Female,2,Sales Executive,Single,4198,2,Y,No,12,80,0,8,5,3,1,2
36,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1585,Female,2,Sales Executive,Single,6815,6,Y,No,13,80,0,15,5,1,0,0
29,No,Travel_Rarely,Research & Development,3,1,Medical,1,1586,Male,1,Laboratory Technician,Single,4723,1,Y,Yes,18,80,0,10,3,10,1,5
35,No,Travel_Rarely,Research & Development,10,4,Medical,1,1587,Female,2,Healthcare Representative,Single,6142,3,Y,Yes,16,80,0,10,4,5,0,4
39,No,Travel_Rarely,Sales,6,3,Medical,1,1588,Male,3,Sales Executive,Married,8237,2,Y,No,11,80,1,11,3,7,7,6
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1590,Male,2,Healthcare Representative,Divorced,8853,1,Y,No,19,80,1,6,0,6,1,3
50,No,Travel_Rarely,Sales,9,3,Marketing,1,1591,Male,5,Manager,Married,19331,4,Y,Yes,16,80,1,27,2,1,0,0
23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,1592,Male,1,Research Scientist,Married,2073,2,Y,No,16,80,1,4,2,2,2,2
36,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,1594,Male,2,Laboratory Technician,Married,5562,3,Y,Yes,13,80,1,9,3,3,0,2
42,No,Travel_Rarely,Research & Development,9,2,Other,1,1595,Male,5,Manager,Single,19613,8,Y,No,22,80,0,24,2,1,0,1
35,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,1596,Male,2,Laboratory Technician,Married,3407,1,Y,No,17,80,2,10,3,10,6,8
34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,1597,Male,2,Healthcare Representative,Married,5063,1,Y,No,14,80,1,8,3,8,7,7
40,No,Travel_Rarely,Sales,14,2,Life Sciences,1,1598,Female,2,Sales Executive,Married,4639,1,Y,No,15,80,1,5,2,5,1,2
43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,1599,Male,1,Laboratory Technician,Divorced,4876,5,Y,No,12,80,1,8,0,6,0,2
35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1601,Male,1,Laboratory Technician,Married,2690,1,Y,No,18,80,1,1,5,1,0,1
46,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1602,Male,4,Manager,Single,17567,1,Y,No,15,80,0,27,5,26,0,12
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,1,1604,Male,1,Laboratory Technician,Married,2408,1,Y,Yes,17,80,3,1,3,1,0,0
22,No,Non-Travel,Research & Development,26,2,Other,1,1605,Female,1,Research Scientist,Married,2814,1,Y,Yes,14,80,0,4,2,4,1,3
50,No,Travel_Frequently,Research & Development,20,5,Medical,1,1606,Male,4,Healthcare Representative,Married,11245,2,Y,Yes,15,80,1,32,3,30,12,13
32,No,Travel_Rarely,Research & Development,5,4,Other,1,1607,Female,1,Research Scientist,Married,3312,3,Y,No,17,80,2,6,3,3,0,2
44,No,Travel_Rarely,Research & Development,7,3,Medical,1,1608,Female,5,Research Director,Divorced,19049,0,Y,Yes,14,80,1,23,4,22,1,10
30,No,Travel_Rarely,Research & Development,7,3,Medical,1,1609,Male,1,Research Scientist,Married,2141,1,Y,No,12,80,1,6,3,6,1,1
45,No,Travel_Rarely,Research & Development,5,5,Medical,1,1611,Female,2,Laboratory Technician,Single,5769,1,Y,Yes,14,80,0,10,3,10,1,4
45,No,Non-Travel,Sales,26,3,Marketing,1,1612,Male,2,Sales Executive,Married,4385,1,Y,No,15,80,1,10,2,10,4,5
31,No,Travel_Frequently,Sales,2,4,Other,1,1613,Male,2,Sales Executive,Single,5332,7,Y,No,13,80,0,10,3,5,0,3
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1,1614,Female,2,Manufacturing Director,Married,4663,9,Y,Yes,12,80,2,7,2,3,1,1
34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,1615,Male,2,Manufacturing Director,Divorced,4724,1,Y,No,13,80,1,9,3,9,7,2
49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,1617,Female,1,Laboratory Technician,Married,3211,1,Y,No,14,80,1,10,3,9,1,4
39,No,Travel_Rarely,Research & Development,10,5,Medical,1,1618,Male,2,Manufacturing Director,Married,5377,2,Y,No,13,80,3,10,3,7,7,7
27,No,Travel_Rarely,Research & Development,19,3,Other,1,1619,Male,1,Laboratory Technician,Divorced,4066,1,Y,No,11,80,2,7,3,7,0,7
35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,1,1621,Male,2,Research Scientist,Married,5208,1,Y,No,11,80,0,16,2,16,1,10
28,No,Travel_Rarely,Research & Development,27,3,Medical,1,1622,Female,2,Manufacturing Director,Divorced,4877,0,Y,No,21,80,1,6,5,5,0,0
21,No,Travel_Rarely,Research & Development,5,1,Medical,1,1623,Male,1,Research Scientist,Single,3117,1,Y,No,18,80,0,3,2,2,2,2
18,Yes,Travel_Frequently,Sales,3,2,Medical,1,1624,Female,1,Sales Representative,Single,1569,1,Y,Yes,12,80,0,0,2,0,0,0
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,1,1625,Female,5,Manager,Married,19658,3,Y,No,11,80,1,27,2,5,1,0
39,No,Travel_Rarely,Research & Development,3,2,Medical,1,1627,Male,2,Laboratory Technician,Divorced,3069,0,Y,No,15,80,1,11,3,10,0,7
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1628,Female,3,Manufacturing Director,Married,10435,1,Y,No,13,80,2,18,2,18,14,12
35,No,Non-Travel,Research & Development,8,4,Life Sciences,1,1630,Female,2,Healthcare Representative,Married,4148,1,Y,No,12,80,1,15,5,14,2,9
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1631,Male,2,Manufacturing Director,Married,5768,3,Y,No,17,80,3,9,2,4,0,2
39,No,Travel_Frequently,Research & Development,4,3,Medical,1,1633,Female,2,Manufacturing Director,Single,5042,0,Y,No,13,80,0,10,2,9,3,8
45,No,Travel_Rarely,Research & Development,2,2,Other,1,1635,Female,2,Manufacturing Director,Divorced,5770,1,Y,No,19,80,2,10,3,10,3,9
38,No,Travel_Rarely,Research & Development,2,2,Medical,1,1638,Female,3,Manufacturing Director,Married,7756,3,Y,Yes,19,80,1,10,6,5,0,2
35,Yes,Travel_Rarely,Sales,10,3,Medical,1,1639,Male,3,Sales Executive,Married,10306,9,Y,No,17,80,0,15,3,13,6,0
